"Dim.1";"Dim.2";"Dim.3";"Dim.4";"Dim.5"
"159";0,632626019;0,22126271;0,155907661;0,017458107;1,024780519
"160";0,17962117;1,00618106;0,048581997;0,000205099;0,038364449
"161";0,161290435;0,809219885;0,093494219;0,260159304;0,08100945
"162";0,655875202;0,01038885;1,685288468;0,028329359;0,07091868
"163";1,073767589;0,00066697;0,541033409;0,024317039;0,934520606
"164";1,054996621;0,0134828;0,35374139;0,766530028;0,428243205
"165";0,653063603;0,015296939;0,147631765;0,124880916;0,989387595
"166";1,163189663;0,028666991;0,09373321;0,019886831;0,748148126
"167";1,170299383;0,045565417;0,01006391;0,524157489;0,102645824
"168";0,55875797;0,083786879;0,070986313;0,929580338;0,115434111
"169";0,361456298;0,546763547;0,035262001;0,089246197;0,084866135
"170";0,764557058;0,280163309;0,312672568;0,801181098;0,327926028
"171";0,01685331;1,750442134;0,47895365;7,077736333;0,389812766
"172";0,040492945;3,200614202;0,695555363;0,598247987;0,002386117
"173";0,02828167;1,269191877;0,095361167;2,885621655;0,984154157
"174";0,366607221;0,080904334;0,383070107;0,342817076;0,066563682
"175";4,94e-07;0,424684881;0,010841371;0,190728454;0,000688314
"176";1,163530677;0,026665627;0,28390336;0,603858393;0,619628502
"177";1,459131962;0,042743699;0,042877689;0,202396359;0,000902901
"178";1,699773501;0,033070879;0,308799496;0,193917796;0,325690587
"179";1,569463856;0,012251366;0,204803021;0,004508764;0,733417103
"180";1,624614078;0,117764644;0,355786998;1,018136994;0,903326413
"181";1,578846772;0,148239325;0,073130964;0,479160598;0,032558784
"182";1,875984312;0,107981764;0,185799837;0,074731148;0,574140174
"183";0,758297206;0,441482701;0,005113499;0,203712335;0,081654278
"184";0,654308535;0,299585942;0,8717709;0,153514667;0,045268922
"185";1,333497603;0,20223321;0,331016957;1,097239977;0,78115995
"186";1,891421044;0,177394596;0,353097322;0,165891705;0,691562249
"187";1,414781731;0,024062289;0,478675643;0,050112171;0,926341756
"188";1,625662819;0,06723962;0,125297829;1,009750242;0,30999388
"189";0,443124805;0,614104049;0,00904123;2,212045653;0,272768005
"190";0,093306479;0,153302122;0,0339117;3,460859537;2,099115674
"191";0,06916744;3,705375372;0,178267169;0,048300775;1,519712133
"192";1,651589499;2,383819266;0,250514898;1,047227547;1,386057039
"193";0,335064394;4,26606864;1,528153241;0,226271068;0,833160088
"194";0,863773245;6,195787689;0,656925696;5,950221007;0,066753402
"195";0,206117118;8,357457749;0,672866673;0,263148543;0,677185908
"196";0,005128493;16,215540962;10,319622687;0,263940556;0,148510341
"197";0,591045391;10,03639435;10,296647522;2,477305476;1,332854
