"Dim.1";"Dim.2";"Dim.3";"Dim.4";"Dim.5"
"1";0,0366517168586038;0,650493030589732;1,01848507863221;0,0299219337222003;0,329978691264266
"2";0,0938807874984827;0,130898813316725;0,0509281358309542;1,61665780310115;0,000745401152522145
"3";0,220002581637276;0,055562827575587;0,0466317530637121;1,55781189117548;0,170013072827836
"4";0,0410011689762249;0,0476617619876284;0,945695610547757;1,01914750638656;0,0882045293815899
"5";0,118610165168387;0,0838659717332244;0,321787115906873;1,06292818283908;1,91545924327127
"6";0,186093781988259;0,0412541347940424;0,0684204722153719;0,336406916014412;0,0899502280338735
"7";0,130654264597137;0,00261349628614887;0,292579997360071;0,00127179111026409;0,857142759195085
"8";0,123558061955696;0,0762082204887974;0,762801231661174;0,264718385117673;0,024234082239622
"9";0,0524729901122834;0,122239336685015;0,887335980575907;0,198471126231049;0,246592091149241
"10";0,0309064416561517;0,674134328982453;0,33531822444615;2,54803660628194;0,165072617889378
"11";0,216979848589333;0,0210626774377776;3,1845503663137e-06;0,726060362724584;0,11993898540816
"12";0,0937683773669398;0,214680830316065;0,0657326905342156;0,170923626233117;0,38343393000204
"13";0,209912774388411;0,0576875927972577;1,37875539434569;0,00407322042636874;0,294327983746871
"14";0,254608375231369;0,0552249080874101;0,715688766883085;0,104818460339929;0,248463660239068
"15";0,0326241689095214;0,269811069113086;0,00365272747483193;0,202980846399263;0,308949226508161
"16";0,0469353520275684;0,231233007301675;0,649041011770883;1,99938036237593;0,894389206823202
"17";0,155059829998233;0,0152518520752415;0,00196209275609216;0,00156364812257468;0,559066174636451
"18";0,11395177752955;0,174955778456171;0,160334136527261;0,0618184732863328;0,577125446924353
"19";0,00922930464686923;0,331294327352585;2,09311520368045;0,00197454446400117;0,513379587036978
"20";0,229278915845373;0,00196991167549976;0,00659873554432548;0,443932975852654;1,21692583194327
"21";0,359858143772278;0,0136008559259448;0,823481146054043;0,199351746885101;0,162354317865636
"22";2,06718140453476;0,00885635847741821;0,427848599099498;0,0151596510077841;0,00251568351521862
"23";0,520652674886515;0,302486627308076;0,0197675324642393;0,708918849984393;0,675556947200899
"24";0,314401178761894;0,507617275220666;0,0407563757230764;0,503516891173474;1,18536619426035
"25";0,797314476368921;0,427366419539781;0,224965370832011;0,397021337407053;0,0831816620872238
"26";0,482440119532716;0,54931130807797;0,0390477542764198;0,452394812146148;3,11609690091018
"27";0,317800220439655;0,570619581666859;0,0721059139879744;0,0025091747287368;2,63612270003887
"28";0,448722464660132;0,2419649304417;0,355639991055103;0,651372086185611;0,940374936248775
"29";0,647922358677329;0,148878648920075;0,903164154833004;0,278700086247288;0,616841805419618
"30";1,28217381011918;0,00146725646637901;0,292575309869571;3,56797933384696;0,0963449372569444
"31";0,262873232640952;0,670719821687694;0,00682727331658897;0,131431345828778;2,29531690592273
"32";0,685156786966478;0,167776208305024;0,0184087859167811;2,78464974957615e-05;0,864757299793268
"33";0,399267421061994;0,439201799449657;0,139350640334789;0,0239631079662226;0,614192349313799
"34";0,462695564204641;0,261483770327553;0,268507163270257;0,00327512429515023;0,943784246324519
"35";0,669449407016121;0,0858890262622729;0,0197246672182074;0,49382143164358;1,3087987062547
"36";0,336140313008953;0,421180830426273;0,0651295281061742;0,113822059948509;1,68314302780739
"37";0,71032689446391;0,130657916704667;0,0326489007425034;0,000531555074071987;0,364219440423343
"38";1,83909894976419;0,262405616227591;1,02640522617267;0,122972134098368;0,0916220531834243
"39";0,322898017561122;0,46680375389056;0,477609440571686;0,0295817087133848;1,61061963105021
"40";0,240831798564786;0,537464503175168;0,35355048250392;0,00128187315512479;1,6420138231447
"41";0,347436677805669;1,32847130376545;1,60283325546481;0,136654681264337;0,0625309557999157
"42";0,0138417760268652;0,480659495718115;0,10961204736181;1,95188686023099;0,0129072299772087
"43";0,0788772914861636;0,418463491739026;0,0003246214428217;2,24638692565662;0,126968519334563
"44";0,00281624655941874;0,685116332182974;1,20829320481607;1,39979173958205;0,0257561000014386
"45";0,0482652445252965;0,257753511183594;0,789317491473116;1,00833100973264;3,64924021522366
"46";0,0832245677342098;0,326907713225103;0,000149436646156394;0,569960845559131;0,209628127691961
"47";0,0871788075190393;1,20322502279715;1,09459677902941;1,95249017103519;0,134949505865402
"48";0,117048743752305;0,290987186870667;0,0901757220157256;1,04074231644654;0,346273567162478
"49";0,0225696786132488;0,517741728165527;0,342669035289002;0,236772425380765;0,143459977088394
"50";0,00702396145889672;0,729840227159924;0,220183885908337;0,0676711069418795;0,696625050940869
"51";0,00262971364096728;0,69579844563775;0,0288259062831044;0,409290678295789;0,219687566035214
"52";0,033608466777132;0,356628463386286;0,201298608868617;0,347128624481565;0,00211742709575533
"53";0,882555503477546;0,32434357466409;0,481585126285779;0,114182512961598;0,526011106012415
"54";0,236520572976193;0,0026833225714652;0,527926765096537;0,233705137699098;0,166458588304463
"55";0,16352179176102;0,00869876353761366;0,73965031685261;0,0545065051204601;0,0515173699164597
"56";0,113096622307846;0,00512287819073309;0,64506978906049;0,40091178217842;0,136610897732489
"57";0,679509486244722;0,0277659876245072;1,31350008396012;0,0104909058393905;0,864607879299907
"58";0,00224327881130256;0,0232391162623253;0,082072874762717;0,600262355521844;0,86170024821541
"59";0,0724174489481895;0,00733461788801817;1,00186246767229;0,192718148399397;0,00345449219145183
"60";0,286879847097567;0,425815227458457;1,10067387068317;0,0506890323846037;0,491042696187645
"61";0,00123767218820902;0,0027878904751338;0,0559184681036216;0,13340583619768;0,296105781278613
"62";0,0472849589652024;6,0900451432862e-07;0,0567784583643162;0,00238924730315254;0,517998307958704
"63";0,131186202591403;0,0565758915112393;2,07696777852694;0,0020663873875811;0,850516997383646
"64";0,128545114213743;0,971903411754451;1,56757021493448;0,171943871070635;0,395728978622027
"65";0,08843771343719;0,253503049244487;0,112405892962876;1,96237833565913;0,0428426985963184
"66";0,17530090501952;0,179735637327027;0,00279619420646858;2,07337995609286;0,323413829798632
"67";0,0376036812083838;0,199937721801688;1,03995625575299;1,29713596012219;0,111308294142145
"68";0,253226294219354;0,0352091360096932;0,967457970381047;0,90268386731609;2,51103607207601
"69";0,155932529374423;0,180483163000807;0,00350150265091811;0,59931304892163;0,0833284054840183
"70";0,257553413906704;0,148782572029589;0,0815079098515211;0,999370657947718;0,143220431297126
"71";0,148262711641543;0,216552425292457;0,387883531068137;0,633078477453229;0,350071798216592
"72";0,108484240922595;0,171667008018062;0,756914517325406;1,69493338906138;0,83734261187989
"73";0,157735470398596;0,201333419593188;0,136364709314883;0,718329201838921;0,14765006042243
"74";0,576950927242346;0,427065473814097;0,731459852258347;0,059902650124784;0,237480632466899
"75";0,30544017873745;0,599699124483163;0,340198869622827;2,18386665589275;0,14869522628239
"76";0,0598525796291731;0,181373702391244;0,00971463474942902;0,106290173902092;0,293275204319387
"77";2,05233506041569;0,00181297283321143;0,202364868370353;0,00492969860978418;0,692185379022018
"78";0,572050005461855;0,160594674466597;0,115384296138777;1,1726939885843;0,0110417430931898
"79";0,81254856965695;0,299338744788583;0,122398579374684;0,694872961855333;0,345884055318646
"80";0,26118865729737;0,295213805503166;0,432153384624814;0,142899929264399;0,0565371776408278
"81";1,18692230736562;0,00639923851999598;0,0449465956877363;2,81607232863321;0,604467519381747
"82";0,789680455521613;0,0522826464730872;0,303580237756032;0,0853164813079638;0,11602860145397
"83";0,456434929185132;0,326901293978562;1,38637231063409;0,00602207162723004;0,0163455773662204
"84";0,580423295819515;0,281225685016835;0,874439740842102;0,0728104924690427;0,0253604084825531
"85";0,43722238019417;0,499446195274217;1,27956382357048;0,00659627833502906;0,00164558732881499
"86";1,24982885247113;0,335301938525891;0,488599513407084;0,166682585739523;1,82776904757404
"87";0,0651208708569283;0,0016961207964617;0,35550006435768;0,473281609204319;0,195739923303625
"88";2,3765897034025;0,00404045022638616;0,0790878143836245;0,00617619230001148;1,23629391464312
"89";0,436825010720006;0,391625177952499;0,478077558067778;0,507042598912067;0,161669966397808
"90";3,58842676861371;0,0350283472115808;0,000404960151340253;0,00170794885052866;0,70360209987652
"91";1,63686203364909;0,311139380050809;2,38652686336571;0,164252085112034;0,00245694482213076
"92";1,98053196971119;0,184945592729404;0,497114316412899;0,0383180238386598;0,00646378002335403
